Chromosome,Wide peak start,Wide peak end,amp/del,2q3,Wide Peak Limits,Peak Limits,Region Limits,q values,Residual q values after removing segments shared with higher peaks,Description with number,Description,Comment,Unnamed: 13,Deep Del,Shallow Del,Neutral,Low Gain,High Gain,% Deep Del,% Shallow Del,% Neutral,% Low Gain,% High Gain,n_genes,Genes
chr9,130213304,140273252,Del,9q34.13 ,chr9:130213304-140273252(probes 487596:491286)  ,chr9:134539590-134586321(probes 489319:489334)  ,chr9:131656665-138276524(probes 488145:490601)  ,0.0058828,0.0058828,---,---,,ABL1,0,260,145,76,8,0.0%,53.2%,29.7%,15.5%,1.6%,200,"EDF1(0.67),GPR107(0.65),EHMT1(0.65),TTF1(0.64),PMPCA(0.64),CAMSAP1(0.62),PPP2R4(0.62),UCK1(0.62),EXOSC2(0.61),UBAC1(0.61),SEC16A(0.61),MAN1B1(0.60),ZER1(0.60),DDX31(0.60),ANAPC2(0.59),SETX(0.59),MRPS2(0.59),REXO4(0.59),POMT1(0.59),DOLPP1(0.59),WDR85(0.58),ZMYND19(0.58),SET(0.58),TOR1A(0.57),KIAA0649(0.57),LRRC8A(0.57),FBXW5(0.55),SSNA1(0.55),SNAPC4(0.55),TRAF2(0.54),AGPAT2(0.54),SURF6(0.54),TUBB2C(0.54),TSC1(0.54),SURF4(0.54),NUP214(0.54),NUP188(0.54),MED27(0.54),TOR1B(0.53),MED22(0.53),DOLK(0.53),SDCCAG3(0.53),GTF3C4(0.52),FAM73B(0.52),ASB6(0.52),TBC1D13(0.51),BRD3(0.51),ARRDC1(0.51),SURF2(0.51),FUBP3(0.50),GTF3C5(0.50),ODF2(0.50),USP20(0.50),INPP5E(0.49),ABL1(0.49),SURF1(0.49),PHPT1(0.48),WDR34(0.48),VAV2(0.47),SH3GLB2(0.47),MRPL41(0.46),RALGDS(0.46),QSOX2(0.44),TMEM141(0.43),ZDHHC12(0.43),ENDOG(0.42),WDR5(0.42),SPTAN1(0.41),CRAT(0.40),NELF(0.40),RPL7A(0.39),FAM69B(0.37),DPP7(0.37),FREQ(0.37),KIAA1984(0.36),RAPGEF1(0.35),FNBP1(0.34),ABCA2(0.34),RXRA(0.34),ASS1(0.34),IER5L(0.33),FLJ40292(0.30),NOTCH1(0.30),NOXA1(0.28),RNF208(0.27),CCBL1(0.25),NTNG2(0.24),CLIC3(0.24),OBP2A(0.24),CARD9(0.23),UAP1L1(0.23),PNPLA7(0.23),MAMDC4(0.23),EGFL7(0.21),SLC2A6(0.21),PHYHD1(0.20),GPSM1(0.20),NPDC1(0.20),CEL(0.20),PTGES(0.19),PRRX2(0.19),PAEP(0.19),OBP2B(0.19),PKN3(0.17),ADAMTS13(0.16),OLFM1(0.16),KCNT1(0.15),LCN12(0.15),NDOR1(0.13),COL5A1(0.11),ENTPD2(0.11),CACNA1B(0.10),GBGT1(0.10),ABO(0.10),C8G(0.10),PRDM12(0.10),FAM78A(0.09),LCN1(0.09),CELP(0.09),PTGDS(0.08),LCN10(0.07),SARDH(0.06),LCN8(0.06),NRARP(0.05),ENTPD8(0.04),PPAPDC3(0.03),SOHLH1(0.02),GLT6D1(0.02),FCN2(0.01),LAMC3(0.00),ADAMTSL2(0.00),LCN6(-0.01),FCN1(-0.02),DBH(-0.03),LRRC26(-0.03),GRIN1(-0.03),LHX3(-0.03),LCN9(-0.04),SLC34A3(-0.05),BARHL1(-0.05),FIBCD1(-0.08),FUT7(-0.11),GFI1B(-0.11),GLE1(NA),C9orf9(NA),C9orf7(NA),COBRA1(NA),LOC26102(NA),SNORD62A(NA),SNORD36C(NA),SNORD36B(NA),SNORD36A(NA),SNORD24(NA),METTL11A(NA),CERCAM(NA),C9orf114(NA),C9orf78(NA),C9orf167(NA),EXD3(NA),C9orf86(NA),AIF1L(NA),BAT2L(NA),SNHG7(NA),C9orf37(NA),C9orf140(NA),C9orf69(NA),TMEM203(NA),NACC2(NA),C9orf116(NA),C9orf163(NA),C9orf98(NA),C9orf96(NA),NCRNA00094(NA),C9orf142(NA),C9orf75(NA),QRFP(NA),C9orf50(NA),C9orf169(NA),C9orf171(NA),LCN15(NA),C9orf172(NA),TMEM8C(NA),LCNL1(NA),C9orf139(NA),FAM166A(NA),MIR126(NA),C9orf106(NA),C9orf173(NA),FAM163B(NA),TUBBP5(NA),SNORA17(NA),SNORA43(NA),SNORD62B(NA),MIR602(NA),DNLZ(NA),LOC100131193(NA),FAM157B(NA),RNU6ATAC(NA),LOC100272217(NA),LOC100289341(NA),"
chr9,1,1928214,Del,9p24.3  ,chr9:1-1928214(probes 455954:456416)                 ,chr9:479784-522699(probes 456001:456005)              ,chr9:1-903326(probes 455954:456147)                   ,0.12243,0.12243,---,---,,,6,214,141,115,13,1.2%,43.8%,28.8%,23.5%,2.7%,13,"CBWD1(0.36),DOCK8(0.19),LOC642313(0.16),FOXD4(0.16),DMRT1(0.06),DMRT3(0.04),DMRT2(0.03),FAM138F(-0.07),KANK1(NA),C9orf66(NA),FAM138A(NA),FAM138C(NA),WASH1(NA),"
chr9,21695931,22087399,Del,9p21.3  ,chr9:21695931-22087399(probes 462839:462963)      ,chr9:21951763-21973068(probes 462913:462921)      ,chr9:21948926-21978142(probes 462911:462924)      ,0.13367,0.13367,CDKN2A [5],CDKN2A,,,13,211,152,105,8,2.7%,43.1%,31.1%,21.5%,1.6%,5,"MTAP(0.71),CDKN2A(0.52),CDKN2B(0.42),C9orf53(NA),CDKN2BAS(NA),"
chr10,78863997,79498631,Amp,10q22.3 ,chr10:78863997-79498631(probes 514239:514509)    ,chr10:79217751-79255646(probes 514385:514396)    ,chr10:77383343-80208083(probes 513632:514690)    ,3.78e-05,3.78e-05,---,---,,,1,123,227,118,20,0.2%,25.2%,46.4%,24.1%,4.1%,5,"POLR3A(0.65),DLG5(0.56),RPS24(0.45),KCNMA1(0.15),LOC100128292(NA),"
chr10,1,7185791,Amp,10p15.3 ,chr10:1-7185791(probes 491287:493572)               ,chr10:806570-817087(probes 491512:491514)            ,chr10:1-1536253(probes 491287:491799)               ,0.014695,0.014695,---,---,,,2,85,196,179,27,0.4%,17.4%,40.1%,36.6%,5.5%,39,"GTPBP4(0.70),ZMYND11(0.68),FBXO18(0.65),RBM17(0.63),WDR37(0.62),ANKRD16(0.54),GDI2(0.52),IDI1(0.46),PITRM1(0.43),ASB13(0.41),IDI2(0.41),PRKCQ(0.36),NET1(0.35),PFKP(0.30),DIP2C(0.27),AKR1C1(0.22),PFKFB3(0.19),AKR1C2(0.17),TUBAL3(0.14),ADARB2(0.13),AKR1C3(0.11),KLF6(0.08),AKR1CL1(0.06),AKR1C4(0.05),IL15RA(0.04),CALML3(0.03),IL2RA(0.02),LOC338588(-0.01),TUBB8(-0.02),CALML5(-0.02),UCN3(-0.03),LARP4B(NA),C10orf18(NA),C10orf110(NA),AKR1E2(NA),tAKR(NA),NCRNA00200(NA),C10orf108(NA),LOC100216001(NA),"
chr10,89701287,89711736,Del,10q23.31,chr10:89701287-89711736(probes 517179:517182)    ,chr10:89702466-89708955(probes 517180:517181)    ,chr10:86552028-112041530(probes 516327:524877)  ,5.41e-11,5.41e-11,PTEN [1],PTEN,,,19,182,207,80,1,3.9%,37.2%,42.3%,16.4%,0.2%,1,"PTEN*(0.60),"
chr10,98060886,135374737,Del,10q26.3 ,chr10:98060886-135374737(probes 520105:532906)  ,chr10:134975477-135028929(probes 532874:532885),chr10:134736199-135374737(probes 532765:532906),0.11458,0.11458,---,---,,,0,170,195,117,7,0.0%,34.8%,39.9%,23.9%,1.4%,290,"PPP2R2D(0.68),HIF1AN(0.68),ZRANB1(0.65),MMS19(0.65),BTRC(0.64),VTI1A(0.63),EIF3A(0.62),PI4K2A(0.62),TRIM8(0.62),EXOSC1(0.62),TUBGCP2(0.62),PDCD11(0.62),ZDHHC16(0.62),CTBP2(0.61),NHLRC2(0.61),LCOR(0.60),DCLRE1A(0.60),LDB1(0.59),COX15(0.59),SEC23IP(0.59),PPRC1(0.59),CHUK(0.59),PLEKHA1(0.59),RRP12(0.58),TM9SF3(0.58),ZFYVE27(0.58),GBF1(0.58),NDUFB8(0.57),SMC3(0.57),INPP5A(0.56),NT5C2(0.56),ATE1(0.56),SUFU(0.56),CUTC(0.56),XPNPEP1(0.55),BCCIP(0.55),ZDHHC6(0.55),BRWD2(0.55),ERLIN1(0.54),CWF19L1(0.54),NOLC1(0.54),SLK(0.54),SHOC2(0.54),CNNM2(0.54),POLL(0.53),TIAL1(0.53),PDZD8(0.53),TRUB1(0.53),IKZF5(0.53),DHX32(0.53),HPS6(0.53),GPAM(0.52),MRPL43(0.52),NSMCE4A(0.52),FBXL15(0.52),ACTR1A(0.52),FGFR2(0.51),TCF7L2(0.51),PDCD4(0.51),PCGF6(0.51),UROS(0.50),BLOC1S2(0.50),MTG1(0.50),ECHS1(0.50),ACADSB(0.49),CUEDC2(0.49),LZTS2(0.49),SMNDC1(0.49),RAB11FIP2(0.48),MGEA5(0.48),SFXN2(0.48),ZNF511(0.48),FRAT2(0.48),OBFC1(0.47),BUB3(0.47),FAM53B(0.47),MGMT(0.47),RP11-529I10.4(0.46),DOCK1(0.46),SFXN4(0.46),GLRX3(0.46),PAOX(0.46),INPP5F(0.46),USMG5(0.45),ARHGAP19(0.45),HPS1(0.45),ARL3(0.44),MXI1(0.44),AVPI1(0.43),LRRC27(0.42),ENTPD7(0.42),TAF5(0.42),TACC2(0.42),FAM45A(0.42),SLC25A28(0.42),FBXW4(0.41),PSTK(0.41),NFKB2(0.41),UBTD1(0.41),GOT1(0.41),ABLIM1(0.41),LHPP(0.40),ADD3(0.40),KIAA1598(0.40),NANOS1(0.39),PGAM1(0.39),CUZD1(0.37),NPM3(0.36),CASC2(0.36),FAM24B(0.36),FRAT1(0.35),BNIP3(0.34),BAG3(0.34),DNMBP(0.33),OAT(0.33),SH3PXD2A(0.33),GSTO2(0.33),PRDX3(0.32),AFAP1L2(0.32),CASP7(0.32),MARVELD1(0.32),SPRN(0.31),GSTO1(0.31),EMX2(0.30),FANK1(0.30),HSPA12A(0.29),RGS10(0.28),SFXN3(0.28),STK32C(0.28),AS3MT(0.26),TMEM180(0.26),EMX2OS(0.25),SEMA4G(0.24),MKI67(0.24),VWA2(0.24),CRTAC1(0.24),PAX2(0.23),PSD(0.23),CPXM2(0.20),GRK5(0.20),ELOVL3(0.20),BTBD16(0.20),ADRA2A(0.18),INA(0.18),KAZALD1(0.18),NEURL(0.18),DPYSL4(0.16),LOC619207(0.16),SORCS1(0.16),CYP2E1(0.16),TLL2(0.16),PTPRE(0.15),PRAP1(0.15),SLIT1(0.14),ACSL5(0.14),HPSE2(0.14),NKX6-2(0.14),SEC31B(0.13),DUSP5(0.13),GFRA1(0.12),LOXL4(0.12),MMP21(0.12),PIK3AP1(0.11),SCD(0.11),CLRN3(0.11),HTRA1(0.11),KCNIP2(0.11),PDZD7(0.11),SYCE1(0.10),HABP2(0.10),SORCS3(0.10),PPAPDC1A(0.10),EBF3(0.09),GPR123(0.09),TCERG1L(0.08),HMX2(0.08),NRAP(0.08),SLC18A2(0.08),ABCC2(0.07),CYP17A1(0.07),GPR26(0.07),WNT8B(0.07),SFRP5(0.07),COL17A1(0.07),ATRNL1(0.07),ANKRD2(0.06),ADRB1(0.06),PRLHR(0.05),FAM24A(0.04),PNLIPRP2(0.04),FOXI2(0.03),ADAM8(0.03),KNDC1(0.02),PNLIPRP1(0.01),KCNK18(0.01),TLX1(0.01),FAM45B(0.01),UTF1(0.01),VENTX(0.00),ADAM12(0.00),PNLIP(0.00),FGF8(-0.00),CPN1(-0.01),PKD2L1(-0.01),VAX1(-0.01),CNNM1(-0.01),DMBT1(-0.01),PITX3(-0.02),TECTB(-0.02),ARMS2(-0.02),DUX4(-0.03),NPS(-0.04),DNTT(-0.04),LBX1(-0.05),TDRD1(-0.05),NKX2-3(-0.05),PNLIPRP3(-0.08),FAM175B(NA),C10orf137(NA),C10orf12(NA),C10orf28(NA),CALY(NA),CALHM2(NA),CHST15(NA),C10orf26(NA),C10orf118(NA),FAM178A(NA),C10orf2(NA),FAM160B1(NA),C10orf84(NA),C10orf76(NA),C10orf119(NA),C10orf95(NA),C10orf81(NA),C10orf88(NA),C10orf79(NA),PYROXD2(NA),ITPRIP(NA),C10orf75(NA),NCRNA00081(NA),OPALIN(NA),DHDPSL(NA),C10orf90(NA),MORN4(NA),C10orf32(NA),C10orf78(NA),CALHM3(NA),LOC143188(NA),C10orf82(NA),C10orf46(NA),CCDC147(NA),C10orf91(NA),PWWP2B(NA),CALHM1(NA),C10orf93(NA),C10orf125(NA),JAKMIP3(NA),RBM20(NA),LOC282997(NA),HMX3(NA),C10orf96(NA),FLJ46361(NA),C10orf122(NA),GUCY2G(NA),NKX1-2(NA),FLJ41350(NA),C10orf120(NA),LOC399815(NA),METTL10(NA),GOLGA7B(NA),C10orf62(NA),FRG2B(NA),MIR146B(NA),MIR202(NA),SNORA19(NA),FAM196A(NA),RPL13AP6(NA),LOC653543(NA),LOC653544(NA),LOC653545(NA),LOC653548(NA),SNORA12(NA),MIR608(NA),MIR609(NA),LOC728410(NA),LOC729020(NA),TLX1NB(NA),LOC100169752(NA),NCRNA00093(NA),LOC100270710(NA),"
chr11,77509837,77679169,Amp,11q14.1 ,chr11:77509837-77679169(probes 556936:557007)    ,chr11:77579027-77607442(probes 556965:556978)    ,chr11:68349262-88730020(probes 553585:560402)    ,9.279999999999999e-28,9.279999999999999e-28,ALG8 [4],ALG8,,,0,56,214,160,59,0.0%,11.5%,43.8%,32.7%,12.1%,4,"ALG8(0.67),USP35(0.52),GAB2(0.50),KCTD21(0.47),"
chr11,120642837,120763395,Amp,11q24.1 ,chr11:120642837-120763395(probes 570345:570385),chr11:120692914-120710246(probes 570361:570365),chr11:120646289-120845898(probes 570346:570392),0.020376,0.020376,SC5DL [1],SC5DL,,,2,157,187,122,21,0.4%,32.1%,38.2%,24.9%,4.3%,1,"SC5DL(0.57),"
chr11,1,4068254,Del,11p15.5 ,chr11:1-4068254(probes 532907:534190)               ,chr11:1-223501(probes 532907:532924)                 ,chr11:1-13417973(probes 532907:537797)             ,1.3e-09,1.3e-09,11p15.5 [109],11p15.5,,,2,274,166,46,1,0.4%,56.0%,33.9%,9.4%,0.2%,109,"NUP98(0.68),RIC8A(0.68),NAP1L4(0.66),RNH1(0.60),CARS(0.59),PDDC1(0.58),SIRT3(0.57),AP2A2(0.57),CHID1(0.56),TSSC4(0.55),ZNF195(0.54),EPS8L2(0.54),SLC25A22(0.54),PSMD13(0.54),RASSF7(0.54),TALDO1(0.52),TOLLIP(0.51),PTDSS2(0.51),DEAF1(0.50),RPLP2(0.49),MRPL23(0.49),CD151(0.48),HRAS(0.48),BET1L(0.47),PKP3(0.46),TMEM80(0.44),PNPLA2(0.44),POLR2L(0.42),SIGIRR(0.40),LRRC56(0.39),STIM1(0.39),CDKN1C(0.38),LRDD(0.38),B4GALNT4(0.37),CD81(0.36),TSPAN4(0.36),OSBPL5(0.35),CTSD(0.33),DUSP8(0.31),RHOG(0.31),IFITM3(0.26),IFITM2(0.26),ATHL1(0.25),IRF7(0.24),KCNQ1(0.24),SLC22A18(0.23),CHRNA10(0.22),ART5(0.19),PHLDA2(0.15),IGF2(0.12),IFITM1(0.12),SYT8(0.12),EFCAB4A(0.11),SLC22A18AS(0.10),IGF2AS(0.10),DRD4(0.10),KRTAP5-2(0.10),TRPM5(0.08),MUC6(0.06),TSPAN32(0.06),ASCL2(0.05),TH(0.04),BRSK2(0.04),TNNT3(0.03),CEND1(0.03),KRTAP5-6(0.03),MUC5B(0.03),TNNI2(0.00),SCT(-0.00),NLRP6(-0.00),KRTAP5-5(-0.01),SCGB1C1(-0.01),TRPC2(-0.02),INS(-0.05),KRTAP5-1(-0.05),MUPCDH(-0.05),KCNQ1DN(-0.05),ART1(-0.06),ODF3(-0.06),LSP1(-0.06),IFITM5(-0.08),MRGPRE(-0.08),KRTAP5-3(-0.08),MUC2(NA),KCNQ1OT1(NA),PGAP2(NA),C11orf21(NA),PHRF1(NA),HCCA2(NA),LOC143666(NA),LOC255512(NA),C11orf35(NA),H19(NA),C11orf36(NA),ANO9(NA),LOC338651(NA),MRGPRG(NA),KRTAP5-4(NA),FAM99A(NA),MIR210(NA),MIR483(NA),SNORA52(NA),LOC650368(NA),SNORA54(NA),INS-IGF2(NA),MIR675(NA),FAM99B(NA),LOC100133161(NA),LOC100133545(NA),"
chr11,102218055,134452384,Del,11q25   ,chr11:102218055-134452384(probes 564182:575171),chr11:134281757-134452384(probes 575160:575171),chr11:125808846-134452384(probes 572308:575171),0.0077945,0.0077945,---,---,,,4,159,200,117,9,0.8%,32.5%,40.9%,23.9%,1.8%,269,"EI24(0.73),VPS26B(0.68),RNF214(0.68),ZBTB44(0.68),SNX19(0.68),DDX10(0.67),DPAGT1(0.66),SRPR(0.66),CUL5(0.66),TBRG1(0.65),BUD13(0.65),RPUSD4(0.64),AASDHPPT(0.64),UBE4A(0.64),PUS3(0.64),ATP5L(0.63),ALG9(0.63),ARCN1(0.63),APLP2(0.63),ACAD8(0.62),NFRKB(0.62),ZNF259(0.62),ZNF202(0.62),CWF19L2(0.62),DLAT(0.61),DCUN1D5(0.61),VPS11(0.61),ARHGEF12(0.60),STT3A(0.60),TRAPPC4(0.59),ZW10(0.59),NCAPD3(0.59),FDX1(0.57),NPAT(0.57),SC5DL(0.57),REXO2(0.57),HMBS(0.57),HYOU1(0.56),ST14(0.55),DCPS(0.55),PAFAH1B2(0.55),TIRAP(0.55),SLC37A4(0.55),SDHD(0.54),TIMM8B(0.54),CCDC15(0.54),THYN1(0.53),FOXRED1(0.53),CEP164(0.53),RPS25(0.53),ALKBH8(0.53),CBL(0.52),PTS(0.52),RDX(0.52),SLC35F2(0.52),TMEM136(0.51),SIDT2(0.50),RNF26(0.50),KIAA1826(0.50),MPZL3(0.50),FAM118B(0.49),NLRX1(0.48),TTC12(0.47),USP28(0.47),TMEM25(0.46),MLL(0.46),PCSK7(0.46),RICS(0.46),CCDC84(0.45),ACAT1(0.45),PPP2R1B(0.44),ST3GAL4(0.44),EXPH5(0.43),ATM(0.43),HYLS1(0.43),MPZL2(0.42),CASP4(0.42),BCL9L(0.42),TBCEL(0.41),KBTBD3(0.41),PHLDB1(0.40),DIXDC1(0.39),SORL1(0.39),BACE1(0.38),SIAE(0.38),PRDM10(0.38),PIH1D2(0.37),CHEK1(0.36),H2AFX(0.36),RBM7(0.35),VSIG2(0.35),TMEM45B(0.35),SPA17(0.35),DDX6(0.34),USP2(0.34),TEX12(0.34),OAF(0.34),DYNC2H1(0.33),TMPRSS5(0.31),KDELC2(0.30),CDON(0.30),PVRL1(0.30),CRYAB(0.29),NRGN(0.28),GRAMD1B(0.28),HSPB2(0.27),TMPRSS4(0.26),ZC3H12C(0.25),ADAMTS15(0.25),SCN3B(0.25),IL18(0.24),CASP5(0.23),PKNOX2(0.23),ABCG4(0.23),CADM1(0.22),TECTA(0.22),IGSF9B(0.22),TRIM29(0.22),BARX2(0.22),LAYN(0.21),GUCY1A2(0.21),ROBO3(0.20),SPATA19(0.20),ETS1(0.20),ADAMTS8(0.19),KCNJ5(0.19),APOA1(0.19),POU2F3(0.18),DSCAML1(0.17),ARHGAP20(0.17),TMPRSS13(0.17),UPK2(0.17),GRIK4(0.16),CASP1(0.16),FEZ1(0.16),DRD2(0.15),KIRREL3(0.15),ANKK1(0.14),GRIA4(0.14),SLN(0.14),HSPA8(0.13),ZBTB16(0.13),OR8D1(0.13),PDGFD(0.13),C1QTNF5(0.12),TAGLN(0.12),OR8G1(0.12),HTR3A(0.12),TREH(0.11),HTR3B(0.11),OR10G8(0.11),OR8D4(0.11),OR10G7(0.11),ACRV1(0.11),B3GAT1(0.11),HEPACAM(0.11),OR6M1(0.11),SCN2B(0.10),GLB1L3(0.10),BTG4(0.10),LOC283174(0.10),DDI1(0.10),NCAM1(0.10),FAM55D(0.10),FAM55B(0.10),PDZD3(0.10),BLID(0.09),ROBO4(0.09),OR4D5(0.09),OR6T1(0.09),MCAM(0.09),FOXR1(0.09),CASP12(0.09),SLC37A2(0.08),CRTAM(0.08),OR8A1(0.08),FXYD6(0.08),OR8B4(0.08),OR10S1(0.08),NNMT(0.07),THY1(0.07),OR8G2(0.07),OR8D2(0.06),APOA4(0.06),APOC3(0.06),RAB39(0.05),KCNJ1(0.05),OR8G5(0.05),BSX(0.05),MMP3(0.05),MFRP(0.05),FLI1(0.05),DDX25(0.04),OR8B8(0.04),FXYD2(0.04),FAM55A(0.04),AMICA1(0.04),JAM3(0.04),APOA5(0.04),CD3E(0.04),OR10G4(0.04),ESAM(0.03),LOC643923(0.03),MMP13(0.03),OR8B2(0.02),PANX3(0.02),SCN4B(0.02),ASAM(0.01),IL10RA(0.01),CD3G(-0.00),OR8B12(-0.00),OPCML*(-0.00),CD3D(-0.01),ELMOD1(-0.02),MMP12(-0.02),OR6X1(-0.04),POU2AF1(-0.04),CXCR5(NA),VWA5A(NA),C2CD2L(NA),SIK2(NA),SIK3(NA),HINFP(NA),NTM(NA),C11orf71(NA),C11orf57(NA),C11orf60(NA),CARD18(NA),TP53AIP1(NA),C11orf1(NA),C11orf61(NA),C11orf63(NA),BCO2(NA),UBASH3B(NA),GLB1L2(NA),FDXACB1(NA),C11orf52(NA),CARD16(NA),C11orf93(NA),TTC36(NA),PATE1(NA),C11orf65(NA),C11orf45(NA),TMEM218(NA),OR10G9(NA),CCDC153(NA),TMEM225(NA),C11orf53(NA),LOC341056(NA),C11orf34(NA),OR8B3(NA),C11orf87(NA),C11orf92(NA),C11orf88(NA),LOC399959(NA),PATE2(NA),PATE4(NA),MIRLET7A2(NA),MIR100(NA),MIR125B1(NA),MIR34B(NA),MIR34C(NA),CARD17(NA),NCRNA00167(NA),HEPN1(NA),CLDN25(NA),RPL23AP64(NA),LOC100128239(NA),PATE3(NA),"
chr12,25059809,25394729,Amp,12p12.1 ,chr12:25059809-25394729(probes 583683:583815)    ,chr12:25311849-25329933(probes 583791:583795)    ,chr12:17822106-29554886(probes 581406:585211)    ,6.39e-25,2.6599999999999997e-23,KRAS [4],KRAS,,KRAS,0,45,186,204,54,0.0%,9.2%,38.0%,41.7%,11.0%,4,"KRAS^(0.67),LYRM5(0.56),CASC1(0.37),LRMP(0.14),"
chr12,205189,2075304,Amp,12p13.33,chr12:205189-2075304(probes 575240:576051)          ,chr12:558473-586354(probes 575387:575397)            ,chr12:1-4374222(probes 575172:576971)                ,7.89e-06,3.56e-05,---,---,,,0,63,161,235,30,0.0%,12.9%,32.9%,48.1%,6.1%,17,"DCP1B(0.66),ADIPOR2(0.64),CCDC77(0.61),RAD52(0.57),ERC1(0.56),WNK1(0.45),FBXL14(0.42),WNT5B(0.25),B4GALNT3(0.24),SLC6A13(0.23),LRTM2(0.22),NINJ2(0.20),CACNA2D4(0.08),CACNA1C(0.01),KDM5A(NA),HSN2(NA),LOC100292680(NA),"
chr12,67872253,69805406,Amp,12q15   ,chr12:67872253-69805406(probes 596892:597579)    ,chr12:68122023-68199401(probes 596987:597021)    ,chr12:67865419-69811102(probes 596891:597581)    ,0.0015157,0.0035045,12q15(FRS2) [13],12q15(FRS2),,,1,90,222,153,23,0.2%,18.4%,45.4%,31.3%,4.7%,13,"CNOT2(0.72),CCT2(0.65),RAB3IP(0.63),FRS2(0.57),YEATS4|(0.52),CPSF6(0.40),KCNMB4(0.13),TSPAN8(0.12),LRRC10(0.02),BEST3(0.02),PTPRB(0.01),LYZ(-0.04),PTPRR(-0.08),"
chr12,44143268,45289633,Amp,12q13.11,chr12:44143268-45289633(probes 588782:589109)    ,chr12:44805147-44835702(probes 588974:588976)    ,chr12:44147282-45297240(probes 588783:589111)    ,0.013341,0.033783,12q13.11 [5],12q13.11,,,3,71,230,171,14,0.6%,14.5%,47.0%,35.0%,2.9%,5,"SFRS2IP(0.69),ARID2(0.65),SLC38A1(0.42),SLC38A2(0.40),LOC400027(NA),"
chr12,31074521,32839444,Amp,12p11.21,chr12:31074521-32839444(probes 585588:586132)    ,chr12:31818487-31829652(probes 585785:585788)    ,chr12:30875812-33146117(probes 585524:586210)    ,0.00058447,0.095817,---,---,,,0,33,210,220,26,0.0%,6.7%,42.9%,45.0%,5.3%,13,"DNM1L(0.55),YARS2(0.54),FAM60A(0.50),FGD4(0.49),PKP2(0.37),BICD1(0.33),DDX11(0.33),AMN1(0.28),FLJ13224(0.13),C12orf35(NA),DENND5B(NA),C12orf72(NA),H3F3C(NA),"
chr12,54601140,54905333,Amp,12q13.2 ,chr12:54601140-54905333(probes 592740:592875)    ,chr12:54802751-54807350(probes 592826:592826)    ,chr12:54668855-54887815(probes 592769:592868)    ,0.052767,0.16531,12q13.2(ERBB3) [18],12q13.2(ERBB3),,CDK2,0,72,225,170,22,0.0%,14.7%,46.0%,34.8%,4.5%,18,"PA2G4(0.62),RNF41(0.60),RAB5B(0.56),SUOX(0.55),SMARCC2(0.55),OBFC2B(0.51),IKZF4(0.46),MYL6(0.46),MYL6B(0.46),WIBG(0.44),CDK2(0.43),RPL41(0.40),ZC3H10(0.39),RPS26(0.31),SILV(0.26),ERBB3(0.25),DGKA(0.17),ESYT1(NA),"
chr12,10881518,12203573,Amp,12p13.2 ,chr12:10881518-12203573(probes 579114:579511)    ,chr12:11176694-11182223(probes 579189:579189)    ,chr12:10942261-11468937(probes 579133:579237)    ,0.048141,0.23179,---,---,,,1,70,170,217,31,0.2%,14.3%,34.8%,44.4%,6.3%,20,"LRP6(0.56),TAS2R14(0.50),PRH2(0.50),PRH1(0.48),PRR4(0.44),ETV6(0.42),TAS2R43(0.32),BCL2L14(0.24),TAS2R13(0.23),PRB3(0.22),TAS2R46(0.13),PRB2(0.11),PRB4(0.09),TAS2R42(0.09),PRB1(0.07),TAS2R50(-0.03),TAS2R31(NA),TAS2R30(NA),TAS2R19(NA),TAS2R20(NA),"
