chrom	start	end	Gene
chr18	54585757	54587956	DYNAP
chr18	54715860	54718059	RAB27B
chr18	55450533	55452732	TCF4
chr18	55477221	55479420	TCF4
chr18	55587904	55590103	TCF4
chr18	56649343	56651542	TXNL1
chr18	58195497	58197696	NEDD4L
chr18	58860600	58862799	ZNF532
chr18	59273255	59275454	CPLX4
chr18	59318450	59320649	CPLX4
chr18	62185255	62187454	RELCH
chr18	62186919	62189118	RELCH
chr18	63319929	63322128	BCL2
chr18	63645579	63647778	SERPINB11
chr18	63661694	63663893	SERPINB11
chr18	63750935	63753134	SERPINB7
chr18	63869692	63871891	SERPINB2
chr18	63969982	63972181	SERPINB8
chr18	72638322	72640521	CBLN2
chr18	72853183	72855382	NETO1
chr18	72866388	72868587	NETO1
chr18	74532500	74534699	CNDP1
chr18	75208755	75210954	TSHZ1
chr18	75208940	75211139	TSHZ1
chr18	75427504	75429703	SMIM21
chr18	79067285	79069484	ATP9B
chr18	79142752	79144951	ATP9B
chr18	79343773	79345972	ATP9B
chr18	79393856	79396055	NFATC1
chr18	79418836	79421035	NFATC1
chr18	79465644	79467843	NFATC1
chr18	79470741	79472940	NFATC1
chr18	80032346	80034545	TXNL4A
chr18	80032385	80034584	TXNL4A
chr18	80033750	80035949	TXNL4A
chr19	487176	489375	MADCAM1
chr19	505497	507696	TPGS1
chr19	507634	509833	TPGS1
chr19	542034	544233	GZMM
chr19	569277	571476	BSG
chr19	572029	574228	BSG
chr19	637879	640078	FGF22
chr19	695299	697498	PRSS57
chr19	706935	709134	PALM
chr19	891484	893683	MED16
chr19	913046	915245	R3HDM4
chr19	982332	984531	WDR18
chr19	998419	1000618	WDR18
chr19	998419	1000618	GRIN3B
chr19	1063923	1066122	ARHGAP45
chr19	1175558	1177757	STK11
chr19	1236179	1238378	CBARP
chr19	1237828	1240027	CBARP
chr19	1239746	1241945	ATP5F1D
chr19	1257384	1259583	CIRBP
chr19	1259166	1261365	CIRBP
chr19	1270061	1272260	CIRBP
chr19	1405569	1407768	DAZAP1
chr19	1436358	1438557	RPS15
chr19	1479020	1481219	C19orf25
chr19	1652416	1654615	TCF3
chr19	1812077	1814276	ATP8B3
chr19	2015515	2017714	LOC107985278
chr19	2034682	2036881	LOC107985278
chr19	2233950	2236149	PLEKHJ1
chr19	2234824	2237023	PLEKHJ1
chr19	2235727	2237926	PLEKHJ1
chr19	2267509	2269708	OAZ1
chr19	2267525	2269724	OAZ1
chr19	2269209	2271408	OAZ1
chr19	2269560	2271759	OAZ1
chr19	2721173	2723372	SLC39A3
chr19	2739849	2742048	SLC39A3
chr19	2739849	2742048	SLC39A3
chr19	2865335	2867534	ZNF556
chr19	3047436	3049635	TLE2
chr19	3062908	3065107	TLE5
chr19	3570777	3572976	MFSD12
chr19	3760682	3762881	MRPL54
chr19	3761493	3763692	MRPL54
chr19	4182367	4184566	ANKRD24
chr19	4302232	4304431	TMIGD2
chr19	4341527	4343726	MPND
chr19	4342587	4344786	MPND
chr19	4400348	4402547	SH3GL1
chr19	4518287	4520486	PLIN4
chr19	4901080	4903279	ARRDC5
chr19	4902697	4904896	ARRDC5
chr19	4901080	4903279	UHRF1
chr19	4902697	4904896	UHRF1
chr19	4930687	4932886	UHRF1
chr19	4967113	4969312	KDM4B
chr19	5621035	5623234	SAFB
chr19	5623847	5626046	SAFB
chr19	5672947	5675146	RPL36
chr19	5678604	5680803	RPL36
chr19	5680317	5682516	RPL36
chr19	5678604	5680803	HSD11B1L
chr19	5680317	5682516	HSD11B1L
chr19	5718637	5720836	LONP1
chr19	5720373	5722572	LONP1
chr19	5784547	5786746	DUS3L
chr19	5902841	5905040	NDUFA11
chr19	5902872	5905071	NDUFA11
chr19	5903588	5905787	NDUFA11
chr19	5902841	5905040	NDUFA11
chr19	5902872	5905071	NDUFA11
chr19	5903588	5905787	NDUFA11
chr19	5976333	5978532	RANBP3
chr19	5977943	5980142	RANBP3
chr19	6133247	6135446	RFX2
chr19	6199330	6201529	RFX2
chr19	6199373	6201572	RFX2
chr19	6416312	6418511	KHSRP
chr19	6424612	6426811	KHSRP
chr19	6461777	6463976	CRB3
chr19	6465004	6467203	CRB3
chr19	6603904	6606103	CD70
chr19	6735925	6738124	TRIP10
chr19	6736579	6738778	TRIP10
chr19	6737381	6739580	TRIP10
chr19	6770708	6772907	VAV1
chr19	6885566	6887765	ADGRE1
chr19	7028578	7030777	MBD3L5
chr19	7047321	7049520	MBD3L2
chr19	7067703	7069902	ZNF557
chr19	7069466	7071665	ZNF557
chr19	7490976	7493175	PEX11G
chr19	7497250	7499449	PEX11G
chr19	7490976	7493175	TEX45
chr19	7497250	7499449	TEX45
chr19	7505052	7507251	ZNF358
chr19	7593863	7596062	CAMSAP3
chr19	7615439	7617638	CAMSAP3
chr19	7676501	7678700	TRAPPC5
chr19	7701947	7704146	FCER2
chr19	7828218	7830417	EVI5L
chr19	7886505	7888704	LRRC8E
chr19	7901843	7904042	LRRC8E
chr19	7901843	7904042	MAP2K7
chr19	7912830	7915029	MAP2K7
chr19	8321180	8323379	KANK3
chr19	8343063	8345262	KANK3
chr19	8411270	8413469	MARCHF2
chr19	8442767	8444966	HNRNPM
chr19	8981143	8983342	MUC16
chr19	9322174	9324373	ZNF559
chr19	9322174	9324373	ZNF559-ZNF177
chr19	9361013	9363212	ZNF559-ZNF177
chr19	9361013	9363212	ZNF177
chr19	9433590	9435789	ZNF266
chr19	9435374	9437573	ZNF266
chr19	9584305	9586504	ZNF121
chr19	9674901	9677100	ZNF562
chr19	9791621	9793820	ZNF846
chr19	9792898	9795097	ZNF846
chr19	9792981	9795180	ZNF846
chr19	9817954	9820153	FBXL12
chr19	9825892	9828091	FBXL12
chr19	9827617	9829816	FBXL12
chr19	9825892	9828091	UBL5
chr19	9827617	9829816	UBL5
chr19	10104223	10106422	PPAN-P2RY11
chr19	10104362	10106561	PPAN-P2RY11
chr19	10105651	10107850	PPAN-P2RY11
chr19	10107757	10109956	PPAN-P2RY11
chr19	10109693	10111892	PPAN-P2RY11
chr19	10249901	10252100	MRPL4
chr19	10284909	10287108	ICAM4
chr19	10284955	10287154	ICAM4
chr19	10287952	10290151	ICAM4
chr19	10309681	10311880	ZGLP1
chr19	10309681	10311880	FDX2
chr19	10315816	10318015	FDX2
chr19	10403339	10405538	CDC37
chr19	10414773	10416972	CDC37
chr19	10419922	10422121	CDC37
chr19	10414773	10416972	PDE4A
chr19	10419922	10422121	PDE4A
chr19	10517732	10519931	S1PR5
chr19	10587116	10589315	AP1M2
chr19	10600457	10602656	SLC44A2
chr19	10716055	10718254	DNM2
chr19	10716404	10718603	DNM2
chr19	10778254	10780453	DNM2
chr19	10817297	10819496	DNM2
chr19	10826973	10829172	DNM2
chr19	10834575	10836774	C19orf38
chr19	10836119	10838318	C19orf38
chr19	10839839	10842038	C19orf38
chr19	10926811	10929010	YIPF2
chr19	10928482	10930681	YIPF2
chr19	11111474	11113673	LDLR
chr19	11155608	11157807	SPC24
chr19	11235450	11237649	ANGPTL8
chr19	11294139	11296338	TSPAN16
chr19	11324242	11326441	TSPAN16
chr19	11324242	11326441	RAB3D
chr19	11343301	11345500	RAB3D
chr19	11346071	11348270	RAB3D
chr19	11343301	11345500	TMEM205
chr19	11346071	11348270	TMEM205
chr19	11346319	11348518	TMEM205
chr19	11343301	11345500	CCDC159
chr19	11346071	11348270	CCDC159
chr19	11346319	11348518	CCDC159
chr19	11353386	11355585	CCDC159
chr19	11353386	11355585	PLPPR2
chr19	11419129	11421328	ODAD3
chr19	11433284	11435483	ODAD3
chr19	11435583	11437782	ODAD3
chr19	11557374	11559573	ELOF1
chr19	11557448	11559647	ELOF1
chr19	11559031	11561230	ELOF1
chr19	11557374	11559573	ZNF627
chr19	11557448	11559647	ZNF627
chr19	11559031	11561230	ZNF627
chr19	11579794	11581993	ZNF627
chr19	11846726	11848925	ZNF439
chr19	11885782	11887981	ZNF69
chr19	11923068	11925267	ZNF700
chr19	11923075	11925274	ZNF700
chr19	11923068	11925267	ZNF763
chr19	11923075	11925274	ZNF763
chr19	12140156	12142355	ZNF20
chr19	12156532	12158731	ZNF625
chr19	12156535	12158734	ZNF625
chr19	12440822	12443021	ZNF799
chr19	12440883	12443082	ZNF799
chr19	12550597	12552796	ZNF709
chr19	12551275	12553474	ZNF709
chr19	12608918	12611117	ZNF791
chr19	12610614	12612813	ZNF791
chr19	12664802	12667001	MAN2B1
chr19	12669198	12671397	MAN2B1
chr19	12669216	12671415	MAN2B1
chr19	12735139	12737338	GET3
chr19	12749702	12751901	BEST2
chr19	12835229	12837428	RTBDN
chr19	12823711	12825910	RTBDN
chr19	12831951	12834150	RTBDN
chr19	12928522	12930721	FARSA
chr19	12933838	12936037	FARSA
chr19	12963159	12965358	DAND5
chr19	12993475	12995674	NFIX
chr19	13014312	13016511	NFIX
chr19	13102962	13105161	TRMT1
chr19	13114862	13117061	TRMT1
chr19	13117368	13119567	TRMT1
chr19	13148411	13150610	STX10
chr19	13150184	13152383	STX10
chr19	13729760	13731959	YJU2B
chr19	13762522	13764721	YJU2B
chr19	13762522	13764721	MRI1
chr19	13772456	13774655	MRI1
chr19	14495950	14498149	GIPC1
chr19	14515085	14517284	DNAJB1
chr19	14527543	14529742	DNAJB1
chr19	14581084	14583283	CLEC17A
chr19	14687801	14690000	ADGRE3
chr19	14689828	14692027	ADGRE3
chr19	14689828	14692027	ZNF333
chr19	15008726	15010925	SLC1A6
chr19	15233236	15235435	EPHX3
chr19	15330613	15332812	BRD4
chr19	15332346	15334545	BRD4
chr19	15498757	15500956	PGLYRP2
chr19	15934668	15936867	CYP4F11
chr19	16132028	16134227	HSH2D
chr19	16173326	16175525	CIB3
chr19	16628863	16631062	SMIM7
chr19	16659139	16661338	SMIM7
chr19	17073777	17075976	MYO9B
chr19	17075426	17077625	MYO9B
chr19	17245720	17247919	USHBP1
chr19	17265376	17267575	USHBP1
chr19	17279645	17281844	USHBP1
chr19	17282587	17284786	USHBP1
chr19	17279645	17281844	ANKLE1
chr19	17282587	17284786	ANKLE1
chr19	17290609	17292808	MRPL34
chr19	17332920	17335119	GTPBP3
chr19	17334656	17336855	GTPBP3
chr19	17403686	17405885	MVB12A
chr19	17403722	17405921	MVB12A
chr19	17405431	17407630	MVB12A
chr19	17448469	17450668	NXNL1
chr19	17460727	17462926	NXNL1
chr19	17521301	17523500	NIBAN3
chr19	17553649	17555848	NIBAN3
chr19	17821375	17823574	INSL3
chr19	17857910	17860109	RPL18A
chr19	17860588	17862787	RPL18A
chr19	17949293	17951492	KCNN1
chr19	17999132	18001331	KCNN1
chr19	17999132	18001331	ARRDC2
chr19	18095778	18097977	IL12RB1
chr19	18098745	18100944	IL12RB1
chr19	18095778	18097977	MAST3
chr19	18098745	18100944	MAST3
chr19	18151158	18153357	MAST3
chr19	18255220	18257419	PDE4C
chr19	18255220	18257419	PDE4C
chr19	18555762	18557961	KXD1
chr19	18605430	18607629	TMEM59L
chr19	18607542	18609741	TMEM59L
chr19	18681678	18683877	CRTC1
chr19	19031575	19033774	SUGP2
chr19	19031575	19033774	ARMC6
chr19	19033824	19036023	ARMC6
chr19	19138314	19140513	TMEM161A
chr19	19170090	19172289	BORCS8-MEF2B
chr19	19190229	19192428	BORCS8-MEF2B
chr19	19191959	19194158	BORCS8-MEF2B
chr19	19170090	19172289	MEF2B
chr19	19383826	19386025	GATAD2A
chr19	19433063	19435262	GATAD2A
chr19	19514227	19516426	YJEFN3
chr19	19515349	19517548	YJEFN3
chr19	19514227	19516426	NDUFA13
chr19	19515349	19517548	NDUFA13
chr19	19536248	19538447	YJEFN3
chr19	19536248	19538447	CILP2
chr19	19628731	19630930	LPAR2
chr19	19821552	19823751	ZNF506
chr19	20039251	20041450	ZNF682
chr19	20039306	20041505	ZNF682
chr19	21080159	21082358	ZNF714
chr19	21140024	21142223	ZNF431
chr19	21329226	21331425	ZNF708
chr19	21356930	21359129	ZNF738
chr19	22010750	22012949	ZNF208
chr19	22422158	22424357	LOC105376917
chr19	22527750	22529949	LOC105376917
chr19	22530626	22532825	LOC105376917
chr19	22532286	22534485	LOC105376917
chr19	23073201	23075400	ZNF730
chr19	23274022	23276221	ZNF724
chr19	23274052	23276251	ZNF724
chr19	23395272	23397471	ZNF91
chr19	23686998	23689197	LOC105372337
chr19	23687021	23689220	LOC105372337
chr19	23758692	23760891	ZNF681
chr19	23912876	23915075	ZNF726
chr19	24031401	24033600	ZNF254
chr19	29921644	29923843	URI1
chr19	32343594	32345793	ZNF507
chr19	32717753	32719952	TDRD12
chr19	33130090	33132289	WDR88
chr19	33175603	33177802	WDR88
chr19	33175603	33177802	LRP3
chr19	33225651	33227850	SLC7A10
chr19	33619953	33622152	CHST8
chr19	34394315	34396514	PDCD2L
chr19	34675639	34677838	ZNF302
chr19	34676960	34679159	ZNF302
chr19	34924903	34927102	ZNF30
chr19	34926629	34928828	ZNF30
chr19	34992784	34994983	GRAMD1A
chr19	35038506	35040705	HPN
chr19	35246330	35248529	LSR
chr19	35266962	35269161	LSR
chr19	35266962	35269161	USF2
chr19	35278716	35280915	USF2
chr19	35278716	35280915	HAMP
chr19	35343513	35345712	CD22
chr19	35345902	35348101	CD22
chr19	35528152	35530351	SBSN
chr19	35627030	35629229	RBM42
chr19	35639745	35641944	ETV2
chr19	35743600	35745799	U2AF1L4
chr19	35743678	35745877	U2AF1L4
chr19	35745233	35747432	U2AF1L4
chr19	35745246	35747445	U2AF1L4
chr19	35813100	35815299	PRODH2
chr19	35865899	35868098	APLP1
chr19	35869088	35871287	APLP1
chr19	35900529	35902728	NFKBID
chr19	35902104	35904303	NFKBID
chr19	35908096	35910295	TYROBP
chr19	35933550	35935749	LRFN3
chr19	35945115	35947314	LRFN3
chr19	36212602	36214801	ZNF565
chr19	36246058	36248257	ZNF565
chr19	36212602	36214801	ZNF146
chr19	36487649	36489848	ZNF566
chr19	36571070	36573269	ZNF529
chr19	36602817	36605016	ZNF529
chr19	36605077	36607276	ZNF529
chr19	36685612	36687811	ZNF567
chr19	36687269	36689468	ZNF567
chr19	36771100	36773299	ZNF850
chr19	36772626	36774825	ZNF850
chr19	36848361	36850560	ZNF790
chr19	36848858	36851057	ZNF790
chr19	36850588	36852787	ZNF790
chr19	36848858	36851057	ZNF345
chr19	36850588	36852787	ZNF345
chr19	37005857	37008056	ZNF420
chr19	37078406	37080605	ZNF420
chr19	37207055	37209254	ZNF585A
chr19	37217954	37220153	ZNF383
chr19	37310837	37313036	ZNF875
chr19	37369061	37371260	ZNF527
chr19	37506923	37509122	ZNF793
chr19	37549406	37551605	ZNF540
chr19	37594593	37596792	ZNF540
chr19	37594593	37596792	ZNF571
chr19	37656062	37658261	ZNF781
chr19	37692138	37694337	ZNF781
chr19	37815332	37817531	ZNF573
chr19	37817093	37819292	ZNF573
chr19	37817101	37819300	ZNF573
chr19	38229515	38231714	DPF1
chr19	38242035	38244234	SPINT2
chr19	38256333	38258532	SPINT2
chr19	38287151	38289350	SPINT2
chr19	38287151	38289350	C19orf33
chr19	38333775	38335974	CATSPERG
chr19	38426106	38428305	RASGRP4
chr19	38431691	38433890	RYR1
chr19	38536943	38539142	RYR1
chr19	38618683	38620882	MAP4K1
chr19	38618683	38620882	EIF3K
chr19	38769705	38771904	CAPN12
chr19	39123770	39125969	PAK4
chr19	39136264	39138463	PAK4
chr19	39340421	39342620	GMFG
chr19	39342173	39344372	GMFG
chr19	39340421	39342620	SAMD4B
chr19	39342173	39344372	SAMD4B
chr19	39478412	39480611	TIMM50
chr19	40346456	40348655	C19orf47
chr19	40348328	40350527	C19orf47
chr19	40348328	40350527	PLD3
chr19	40367846	40370045	PLD3
chr19	40464241	40466440	SPTBN4
chr19	40465565	40467764	SPTBN4
chr19	40574853	40577052	SPTBN4
chr19	40748637	40750836	ACTMAP
chr19	40769648	40771847	MIA
chr19	40769648	40771847	MIA
chr19	41260496	41262695	HNRNPUL1
chr19	41308172	41310371	TGFB1
chr19	41310213	41312412	TGFB1
chr19	41348853	41351052	TMEM91
chr19	41348911	41351110	TMEM91
chr19	41353723	41355922	TMEM91
chr19	41363966	41366165	TMEM91
chr19	41397163	41399362	BCKDHA
chr19	41428531	41430730	B3GNT8
chr19	41842743	41844942	LYPD4
chr19	41844498	41846697	LYPD4
chr19	41928250	41930449	ARHGEF1
chr19	42066477	42068676	ZNF574
chr19	42070007	42072206	ZNF574
chr19	42130555	42132754	POU2F2
chr19	42133314	42135513	POU2F2
chr19	42196386	42198585	POU2F2
chr19	42218312	42220511	DEDD2
chr19	42254929	42257128	GSK3A
chr19	42254933	42257132	GSK3A
chr19	42266537	42268736	CIC
chr19	42300098	42302297	PAFAH1B3
chr19	42300098	42302297	PRR19
chr19	42303347	42305546	PRR19
chr19	42323609	42325808	MEGF8
chr19	42349131	42351330	MEGF8
chr19	42561035	42563234	CEACAM1
chr19	42879623	42881822	PSG1
chr19	43186337	43188536	PSG5
chr19	43260547	43262746	PSG9
chr19	43269331	43271530	PSG9
chr19	43399496	43401695	TEX101
chr19	43523497	43525696	ZNF575
chr19	43527031	43529230	ZNF575
chr19	43573801	43576000	XRCC1
chr19	43592837	43595036	XRCC1
chr19	43595935	43598134	ZNF576
chr19	43610088	43612287	ZNF576
chr19	43825321	43827520	LYPD5
chr19	43827000	43829199	LYPD5
chr19	43949223	43951422	ZNF221
chr19	43965862	43968061	ZNF221
chr19	43965862	43968061	ZNF155
chr19	44023342	44025541	ZNF222
chr19	44023354	44025553	ZNF222
chr19	44025063	44027262	ZNF222
chr19	44092361	44094560	ZNF224
chr19	44163073	44165272	ZNF226
chr19	44257880	44260079	ZNF235
chr19	44303233	44305432	ZNF235
chr19	44304847	44307046	ZNF235
chr19	44257880	44260079	ZNF233
chr19	44401409	44403608	ZNF112
chr19	44401409	44403608	ZNF112
chr19	44448379	44450578	ZNF229
chr19	44500325	44502524	ZNF180
chr19	44500325	44502524	CEACAM20
chr19	44529589	44531788	CEACAM20
chr19	44912247	44914446	APOC1
chr19	44940237	44942436	APOC4-APOC2
chr19	44940238	44942437	APOC4-APOC2
chr19	44944051	44946250	APOC4-APOC2
chr19	44952585	44954784	CLPTM1
chr19	45077195	45079394	MARK4
chr19	45077288	45079487	MARK4
chr19	45091174	45093373	MARK4
chr19	45092436	45094635	MARK4
chr19	45160783	45162982	MARK4
chr19	45176784	45178983	MARK4
chr19	45178038	45180237	MARK4
chr19	45245208	45247407	MARK4
chr19	45160783	45162982	TRAPPC6A
chr19	45176784	45178983	TRAPPC6A
chr19	45178038	45180237	TRAPPC6A
chr19	45331434	45333633	KLC3
chr19	45404644	45406843	PPP1R13L
chr19	45406150	45408349	PPP1R13L
chr19	45406150	45408349	ERCC1
chr19	45434654	45436853	ERCC1
chr19	45465995	45468194	ERCC1
chr19	45478629	45480828	ERCC1
chr19	45465995	45468194	FOSB
chr19	45486777	45488976	PPM1N
chr19	45496856	45499055	PPM1N
chr19	45785514	45787713	DMPK
chr19	45785514	45787713	DMWD
chr19	45792646	45794845	DMWD
chr19	45993461	45995660	CCDC61
chr19	46016932	46019131	CCDC61
chr19	46076919	46079118	IGFL4
chr19	46709146	46711345	PRKD2
chr19	46716928	46719127	PRKD2
chr19	46744046	46746245	STRN4
chr19	46746795	46748994	STRN4
chr19	46788395	46790594	SLC1A5
chr19	47224942	47227141	BBC3
chr19	47226820	47229019	BBC3
chr19	47232567	47234766	BBC3
chr19	47419328	47421527	MEIS3
chr19	47606196	47608395	BICRA
chr19	47991971	47994170	BSPH1
chr19	48059371	48061570	PLA2G4C
chr19	48110618	48112817	PLA2G4C
chr19	48168680	48170879	ZSWIM9
chr19	48170404	48172603	ZSWIM9
chr19	48253675	48255874	CARD8
chr19	48255747	48257946	CARD8
chr19	48319509	48321708	ODAD1
chr19	48319509	48321708	LOC124904735
chr19	48321772	48323971	LOC124904735
chr19	48323347	48325546	LOC124904735
chr19	48463837	48466036	CYTH2
chr19	48469494	48471693	CYTH2
chr19	48617291	48619490	SPHK2
chr19	48618985	48621184	SPHK2
chr19	48805321	48807520	BCAT2
chr19	48810830	48813029	BCAT2
chr19	49029890	49032089	CGB3
chr19	49036696	49038895	CGB3
chr19	49036696	49038895	CGB3
chr19	49036696	49038895	CGB1
chr19	49036696	49038895	CGB1
chr19	49083419	49085618	SNRNP70
chr19	49112324	49114523	LIN7B
chr19	49117544	49119743	LIN7B
chr19	49340104	49342303	TEAD2
chr19	49359783	49361982	TEAD2
chr19	49362258	49364457	TEAD2
chr19	49359783	49361982	DKKL1
chr19	49362258	49364457	DKKL1
chr19	49421749	49423948	GFY
chr19	49423242	49425441	GFY
chr19	49442161	49444360	SLC17A7
chr19	49451225	49453424	PIH1D1
chr19	49453298	49455497	PIH1D1
chr19	49485510	49487709	FLT3LG
chr19	49578646	49580845	NOSIP
chr19	49589182	49591381	NOSIP
chr19	49590063	49592262	NOSIP
chr19	49663142	49665341	IRF3
chr19	49665676	49667875	IRF3
chr19	49673786	49675985	PRMT1
chr19	49680117	49682316	PRMT1
chr19	49687594	49689793	PRMT1
chr19	49848735	49850934	PTOV1
chr19	49851477	49853676	PTOV1
chr19	49852591	49854790	PTOV1
chr19	49859090	49861289	PTOV1
chr19	49875666	49877865	AKT1S1
chr19	49878152	49880351	AKT1S1
chr19	49878260	49880459	AKT1S1
chr19	49926702	49928901	IL4I1
chr19	49929340	49931539	IL4I1
chr19	49926702	49928901	NUP62
chr19	49929340	49931539	NUP62
chr19	49949328	49951527	SIGLEC11
chr19	49958192	49960391	SIGLEC11
chr19	49960973	49963172	SIGLEC11
chr19	50023714	50025913	VRK3
chr19	50025747	50027946	VRK3
chr19	50025747	50027946	ZNF473
chr19	50048589	50050788	ZNF473
chr19	50050863	50053062	ZNF473
chr19	50186186	50188385	MYH14
chr19	50327653	50329852	KCNC3
chr19	50327692	50329891	KCNC3
chr19	50333316	50335515	KCNC3
chr19	50327653	50329852	LOC105372437
chr19	50327692	50329891	LOC105372437
chr19	50333316	50335515	LOC105372437
chr19	50344607	50346806	LOC105372437
chr19	50365631	50367830	LOC105372437
chr19	50413799	50415998	SPIB
chr19	50511021	50513220	ASPDH
chr19	50514491	50516690	ASPDH
chr19	50639682	50641881	SYT3
chr19	50768464	50770663	GPR32
chr19	50785961	50788160	LOC105372439
chr19	50788415	50790614	LOC105372439
chr19	50792943	50795142	LOC105372439
chr19	50823588	50825787	KLK15
chr19	50828530	50830729	KLK15
chr19	50837014	50839213	KLK15
chr19	50859568	50861767	KLK2
chr19	50948185	50950384	KLK5
chr19	50952894	50955093	KLK5
chr19	51002512	51004711	KLK8
chr19	51019976	51022175	KLK10
chr19	51027840	51030039	KLK11
chr19	51027840	51030039	KLK12
chr19	51140299	51142498	SIGLEC7
chr19	51244348	51246547	SIGLECL1
chr19	51367900	51370099	CLDND2
chr19	51368804	51371003	CLDND2
chr19	51413724	51415923	SIGLEC10
chr19	51417604	51419803	SIGLEC10
chr19	51458257	51460456	SIGLEC8
chr19	51531657	51533856	SIGLEC6
chr19	51750026	51752225	FPR2
chr19	52008031	52010230	ZNF615
chr19	52064329	52066528	ZNF432
chr19	52064329	52066528	ZNF841
chr19	52095566	52097765	ZNF841
chr19	52168936	52171135	ZNF836
chr19	52171444	52173643	ZNF836
chr19	52334243	52336442	ZNF610
chr19	52395849	52398048	ZNF528
chr19	52397592	52399791	ZNF528
chr19	52427148	52429347	ZNF534
chr19	52451553	52453752	ZNF534
chr19	52690297	52692496	ZNF83
chr19	52690360	52692559	ZNF83
chr19	52734874	52737073	ZNF611
chr19	52786608	52788807	ZNF600
chr19	52857401	52859600	ZNF28
chr19	52857450	52859649	ZNF28
chr19	52897494	52899693	ZNF320
chr19	52942402	52944601	ZNF816-ZNF321P
chr19	52962624	52964823	ZNF816-ZNF321P
chr19	52962712	52964911	ZNF816-ZNF321P
chr19	52962624	52964823	ZNF816
chr19	52962712	52964911	ZNF816
chr19	53103235	53105434	ZNF160
chr19	53132878	53135077	ZNF415
chr19	53132878	53135077	ZNF347
chr19	53158876	53161075	ZNF347
chr19	53256292	53258491	VN1R2
chr19	53267524	53269723	VN1R4
chr19	53331749	53333948	ZNF845
chr19	53363693	53365892	ZNF525
chr19	53387793	53389992	ZNF525
chr19	53429984	53432183	ZNF765
chr19	53429984	53432183	ZNF765
chr19	53429984	53432183	ZNF761
chr19	53429984	53432183	ZNF761
chr19	54223307	54225506	LILRB3
chr19	54643309	54645508	LILRB4
chr19	55070020	55072219	EPS8L1
chr19	55156939	55159138	DNAAF3
chr19	55160472	55162671	DNAAF3
chr19	55165171	55167370	DNAAF3
chr19	55166523	55168722	DNAAF3
chr19	55280072	55282271	HSPBP1
chr19	55280182	55282381	HSPBP1
chr19	55280072	55282271	BRSK1
chr19	55280182	55282381	BRSK1
chr19	55354520	55356719	COX6B2
chr19	55354520	55356719	GARIN5B
chr19	55363061	55365260	GARIN5B
chr19	55383932	55386131	RPL28
chr19	55384093	55386292	RPL28
chr19	55386181	55388380	RPL28
chr19	55462144	55464343	ISOC2
chr19	55545344	55547543	SBK3
chr19	55598022	55600221	FIZ1
chr19	55601771	55603970	FIZ1
chr19	55633016	55635215	LOC107983998
chr19	55633459	55635658	LOC107983998
chr19	55638985	55641184	LOC107983998
chr19	55639062	55641261	LOC107983998
chr19	55633459	55635658	ZNF581
chr19	55638985	55641184	ZNF581
chr19	55639062	55641261	ZNF581
chr19	55638985	55641184	CCDC106
chr19	55639062	55641261	CCDC106
chr19	55652146	55654345	U2AF2
chr19	55673226	55675425	U2AF2
chr19	55932137	55934336	NLRP13
chr19	55945832	55948031	NLRP8
chr19	56270748	56272947	ZSCAN5A
chr19	56270769	56272968	ZSCAN5A
chr19	56313262	56315461	ZSCAN5A
chr19	56366099	56368298	ZSCAN5A
chr19	56368184	56370383	ZSCAN5A
chr19	56391656	56393855	ZNF582
chr19	56393339	56395538	ZNF582
chr19	56475567	56477766	ZNF667
chr19	56565468	56567667	ZNF470
chr19	56567242	56569441	ZNF470
chr19	56593300	56595499	ZNF71
chr19	56593313	56595512	ZNF71
chr19	56593335	56595534	ZNF71
chr19	57145003	57147202	ZIM3
chr19	57189500	57191699	ZNF264
chr19	57238632	57240831	ZNF805
chr19	57349271	57351470	ZNF304
chr19	57361477	57363676	ZNF547
chr19	57361551	57363750	ZNF547
chr19	57387850	57390049	ZNF547
chr19	57388008	57390207	ZNF547
chr19	57387850	57390049	ZNF548
chr19	57388008	57390207	ZNF548
chr19	57387850	57390049	ZNF17
chr19	57388008	57390207	ZNF17
chr19	57433325	57435524	ZNF548
chr19	57456941	57459140	ZNF772
chr19	57477371	57479570	ZNF772
chr19	57477371	57479570	ZNF772
chr19	57485711	57487910	ZNF419
chr19	57485718	57487917	ZNF419
chr19	57525325	57527524	ZNF549
chr19	57559664	57561863	ZNF550
chr19	57597885	57600084	ZNF530
chr19	57612233	57614432	ZNF530
chr19	57628395	57630594	ZNF211
chr19	57666935	57669134	ZSCAN4
chr19	57679969	57682168	ZNF551
chr19	57680045	57682244	ZNF551
chr19	57709005	57711204	ZNF551
chr19	57679969	57682168	ZNF776
chr19	57680045	57682244	ZNF776
chr19	57709005	57711204	ZNF776
chr19	57727425	57729624	ZNF776
chr19	57709005	57711204	ZNF154
chr19	57727425	57729624	ZNF671
chr19	57767655	57769854	ZNF586
chr19	57814714	57816913	ZNF586
chr19	57817719	57819918	ZNF586
chr19	57817721	57819920	ZNF586
chr19	57817719	57819918	ZNF587
chr19	57817721	57819920	ZNF587
chr19	57857090	57859289	ZNF587
chr19	57817719	57819918	ZNF587B
chr19	57817721	57819920	ZNF587B
chr19	57857090	57859289	ZNF814
chr19	57865885	57868084	ZNF814
chr19	57888875	57891074	ZNF814
chr19	57974335	57976534	C19orf18
chr19	58057239	58059438	ZNF135
